team_a,team_b,avg_batting_a,avg_batting_b,avg_wickets_a,avg_wickets_b,match_date,match_type,winner,winner_a,winner_b,draws
Indonesia,Japan,85.0,95.6,5.2,7.2,2024-10-05,T20,Japan,2,3,0
Indonesia,Japan,85.0,95.6,5.2,7.2,2024-10-05,T20,Japan,2,3,0
Japan,Singapore,119.8,123.0,3.8,6.2,2024-10-05,T20,Japan,3,2,0
Bangladesh,England,181.8,195.0,6.4,8.2,2024-10-05,T20,England,4,1,0
Australia,Sri Lanka,200.2,248.8,5.6,8.8,2024-10-05,T20,Australia,3,1,0
Boland,North West,108.0,112.66666666666667,3.6666666666666665,3.3333333333333335,2024-10-06,T20,North West,1,0,0
Bangladesh,India,168.4,225.8,9.6,5.2,2024-10-06,T20,India,0,5,0
Bangladesh,India,168.4,225.8,9.6,5.2,2024-10-06,T20,India,0,5,0
Dolphins,Lions,157.5,159.5,4.5,7.0,2024-10-06,T20,Lions,1,1,0
Dolphins,Lions,157.5,159.5,4.5,7.0,2024-10-06,T20,Lions,1,1,0
Guyana Amazon Warriors,St Lucia Kings,127.4,166.8,4.4,6.0,2024-10-06,T20,St Lucia Kings,2,2,0
Japan,Singapore,111.0,99.0,3.8,7.2,2024-10-06,T20,Japan,4,1,0
Knights,Warriors,97.0,152.0,2.0,7.0,2024-10-06,T20,Knights,1,0,0
Japan,Singapore,111.0,99.0,3.8,7.2,2024-10-06,T20,Japan,4,1,0
Boland,North West,108.0,112.66666666666667,3.6666666666666665,3.3333333333333335,2024-10-06,T20,North West,1,0,0
Knights,Warriors,97.0,152.0,2.0,7.0,2024-10-06,T20,Knights,1,0,0
Guyana Amazon Warriors,St Lucia Kings,127.4,166.8,4.4,6.0,2024-10-06,T20,St Lucia Kings,2,2,0
Scotland,West Indies,172.5,149.5,4.0,10.0,2024-10-06,T20,West Indies,2,0,0
Scotland,West Indies,172.5,149.5,4.0,10.0,2024-10-06,T20,West Indies,2,0,0
India,Pakistan,209.0,137.8,5.6,7.8,2024-10-06,T20,India,4,0,0
India,Pakistan,209.0,137.8,5.6,7.8,2024-10-06,T20,India,4,0,0
England,South Africa,234.4,272.0,7.4,6.4,2024-10-07,T20,England,1,4,0
England,South Africa,234.4,272.0,7.4,6.4,2024-10-07,T20,England,1,4,0
Ireland,South Africa,161.0,231.0,8.8,6.2,2024-10-07,ODI,Ireland,1,4,0
England,Pakistan,212.4,135.2,6.8,7.6,2024-10-07,Test,England,5,0,0
England,Pakistan,212.4,135.2,6.8,7.6,2024-10-07,Test,England,5,0,0
England,Pakistan,212.4,135.2,6.8,7.6,2024-10-07,Test,England,5,0,0
Ireland,South Africa,161.0,231.0,8.8,6.2,2024-10-07,ODI,Ireland,1,4,0
Australia,New Zealand,194.4,187.2,7.4,8.0,2024-10-08,T20,Australia,5,0,0
Queensland,Western Australia,195.8,297.8,7.6,8.8,2024-10-08,MDM,draw,0,3,3
Hong Kong,Japan,128.4,134.2,4.2,8.0,2024-10-08,T20,Hong Kong,4,0,0
New South Wales,South Australia,304.6,268.2,8.0,9.2,2024-10-08,MDM,draw,0,2,3
Australia,New Zealand,194.4,187.2,7.4,8.0,2024-10-08,T20,Australia,5,0,0
Queensland,Western Australia,195.8,297.8,7.6,8.8,2024-10-08,MDM,draw,0,3,3
Queensland,Western Australia,195.8,297.8,7.6,8.8,2024-10-08,MDM,draw,0,3,3
Tasmania,Victoria,280.4,264.0,8.4,10.2,2024-10-08,MDM,draw,3,0,2
New South Wales,South Australia,304.6,268.2,8.0,9.2,2024-10-08,MDM,draw,0,2,3
New South Wales,South Australia,304.6,268.2,8.0,9.2,2024-10-08,MDM,draw,0,2,3
Tasmania,Victoria,280.4,264.0,8.4,10.2,2024-10-08,MDM,draw,3,0,2
Tasmania,Victoria,280.4,264.0,8.4,10.2,2024-10-08,MDM,draw,3,0,2
Hong Kong,Japan,128.4,134.2,4.2,8.0,2024-10-08,T20,Hong Kong,4,0,0
New South Wales,South Australia,304.6,268.2,8.0,9.2,2024-10-08,MDM,draw,0,2,3
Queensland,Western Australia,195.8,297.8,7.6,8.8,2024-10-08,MDM,draw,0,3,3
Warriors,Western Province,163.0,164.0,5.0,3.0,2024-10-09,T20,Warriors,0,1,0
Warriors,Western Province,163.0,164.0,5.0,3.0,2024-10-09,T20,Warriors,0,1,0
Boland,Titans,138.0,128.0,7.333333333333333,6.0,2024-10-09,T20,Titans,2,1,0
Scotland,South Africa,nan,nan,nan,nan,2024-10-09,T20,South Africa,0,0,0
Scotland,South Africa,nan,nan,nan,nan,2024-10-09,T20,South Africa,0,0,0
China,Hong Kong,54.0,95.66666666666667,8.333333333333334,3.3333333333333335,2024-10-09,T20,Hong Kong,0,3,0
Bangladesh,India,177.8,235.6,10.0,5.8,2024-10-09,T20,India,0,5,0
Boland,Titans,138.0,128.0,7.333333333333333,6.0,2024-10-09,T20,Titans,2,1,0
Malawi,Rwanda,110.5,82.0,6.0,5.5,2024-10-09,T20,Rwanda,1,1,0
Malawi,Rwanda,110.5,82.0,6.0,5.5,2024-10-09,T20,Rwanda,1,1,0
India,Sri Lanka,143.4,171.4,7.8,6.8,2024-10-09,T20,India,0,2,0
China,Hong Kong,54.0,95.66666666666667,8.333333333333334,3.3333333333333335,2024-10-09,T20,Hong Kong,0,3,0
India,Sri Lanka,143.4,171.4,7.8,6.8,2024-10-09,T20,India,0,2,0
Bangladesh,India,177.8,235.6,10.0,5.8,2024-10-09,T20,India,0,5,0
Dolphins,North West,149.5,134.0,4.0,8.5,2024-10-09,T20,North West,2,0,0
Knights,Lions,142.5,130.0,8.5,5.0,2024-10-09,T20,Lions,0,1,0
Knights,Lions,142.5,130.0,8.5,5.0,2024-10-09,T20,Lions,0,1,0
Dolphins,North West,149.5,134.0,4.0,8.5,2024-10-09,T20,North West,2,0,0
Malawi,Rwanda,103.0,84.33333333333333,7.333333333333333,4.333333333333333,2024-10-10,T20,Rwanda,1,2,0
Bangladesh,West Indies,152.6,159.4,4.4,7.8,2024-10-10,T20,West Indies,3,2,0
Bangladesh,West Indies,152.6,159.4,4.4,7.8,2024-10-10,T20,West Indies,3,2,0
Malawi,Rwanda,103.0,84.33333333333333,7.333333333333333,4.333333333333333,2024-10-10,T20,Rwanda,1,2,0
Australia,Pakistan,248.4,203.6,7.4,10.0,2024-10-11,T20,Australia,5,0,0
Australia,Pakistan,248.4,203.6,7.4,10.0,2024-10-11,T20,Australia,5,0,0
Boland,Lions,169.5,169.5,5.5,7.5,2024-10-12,T20,Lions,1,1,0
Boland,Lions,169.5,169.5,5.5,7.5,2024-10-12,T20,Lions,1,1,0
New Zealand,Sri Lanka,234.2,306.0,9.0,7.0,2024-10-12,T20,New Zealand,1,4,0
Bangladesh,India,158.0,204.6,9.8,5.6,2024-10-12,T20,India,0,5,0
Brazil,Mexico,nan,nan,nan,nan,2024-10-12,T20,Brazil,0,0,0
Brazil,Mexico,nan,nan,nan,nan,2024-10-12,T20,Brazil,0,0,0
Bangladesh,South Africa,155.0,175.6,6.0,4.8,2024-10-12,T20,South Africa,1,4,0
Bangladesh,South Africa,155.0,175.6,6.0,4.8,2024-10-12,T20,South Africa,1,4,0
Hong Kong,South Korea,nan,nan,nan,nan,2024-10-12,T20,Hong Kong,0,0,0
Bangladesh,India,158.0,204.6,9.8,5.6,2024-10-12,T20,India,0,5,0
Hong Kong,South Korea,nan,nan,nan,nan,2024-10-12,T20,Hong Kong,0,0,0
New Zealand,Sri Lanka,234.2,306.0,9.0,7.0,2024-10-12,T20,New Zealand,1,4,0
Bulgaria,Serbia,184.8,166.6,7.0,4.8,2024-10-12,T20,Serbia,2,3,0
Bulgaria,Serbia,184.8,166.6,7.0,4.8,2024-10-12,T20,Serbia,2,3,0
Bulgaria,Serbia,149.2,159.4,8.2,4.4,2024-10-13,T20,Serbia,1,4,0
Bulgaria,Serbia,149.2,159.4,8.2,4.4,2024-10-13,T20,Serbia,1,4,0
Argentina,Mexico,125.0,124.0,6.0,6.0,2024-10-13,T20,Argentina,1,0,0
Australia,India,188.4,155.0,6.2,6.0,2024-10-13,T20,Australia,3,2,0
Australia,India,188.4,155.0,6.2,6.0,2024-10-13,T20,Australia,3,2,0
Sri Lanka,West Indies,147.0,116.4,5.6,7.2,2024-10-13,T20,West Indies,3,2,0
Sri Lanka,West Indies,147.0,116.4,5.6,7.2,2024-10-13,T20,West Indies,3,2,0
England,Scotland,nan,90.0,nan,0.0,2024-10-13,T20,England,0,0,0
England,Scotland,nan,90.0,nan,0.0,2024-10-13,T20,England,0,0,0
Argentina,Mexico,125.0,124.0,6.0,6.0,2024-10-13,T20,Argentina,1,0,0
Dolphins,Western Province,123.33333333333333,101.33333333333333,5.0,9.666666666666666,2024-10-13,T20,Dolphins,2,1,0
Knights,Titans,158.0,193.33333333333334,9.0,5.0,2024-10-13,T20,Knights,0,3,0
Malawi,Rwanda,104.5,91.5,8.0,3.5,2024-10-13,T20,Rwanda,1,3,0
Malawi,Rwanda,104.5,91.5,8.0,3.5,2024-10-13,T20,Rwanda,1,3,0
Bulgaria,Serbia,149.2,159.4,8.2,4.4,2024-10-13,T20,Serbia,1,4,0
Bulgaria,Serbia,149.2,159.4,8.2,4.4,2024-10-13,T20,Serbia,1,4,0
Dolphins,Western Province,123.33333333333333,101.33333333333333,5.0,9.666666666666666,2024-10-13,T20,Dolphins,2,1,0
China,South Korea,nan,nan,nan,nan,2024-10-13,T20,China,0,0,0
China,South Korea,nan,nan,nan,nan,2024-10-13,T20,China,0,0,0
Knights,Titans,158.0,193.33333333333334,9.0,5.0,2024-10-13,T20,Knights,0,3,0
New Zealand,Pakistan,123.6,151.2,6.2,5.8,2024-10-14,T20,New Zealand,2,3,0
New Zealand,Pakistan,123.6,151.2,6.2,5.8,2024-10-14,T20,New Zealand,2,3,0
Sri Lanka,West Indies,164.2,134.0,6.0,6.2,2024-10-15,T20,Sri Lanka,2,3,0
Sri Lanka,West Indies,164.2,134.0,6.0,6.2,2024-10-15,T20,Sri Lanka,2,3,0
England,Pakistan,341.8,217.2,6.2,7.6,2024-10-15,Test,Pakistan,5,0,0
England,Pakistan,341.8,217.2,6.2,7.6,2024-10-15,Test,Pakistan,5,0,0
England,Pakistan,341.8,217.2,6.2,7.6,2024-10-15,Test,Pakistan,5,0,0
England,Pakistan,341.8,217.2,6.2,7.6,2024-10-15,Test,Pakistan,5,0,0
England,West Indies,335.0,235.6,8.0,10.0,2024-10-15,T20,West Indies,5,0,0
England,West Indies,335.0,235.6,8.0,10.0,2024-10-15,T20,West Indies,5,0,0
Lions,Western Province,150.0,134.5,6.5,7.0,2024-10-16,T20,Western Province,1,1,0
India,New Zealand,221.6,185.0,5.6,8.4,2024-10-16,Test,New Zealand,4,1,0
India,New Zealand,221.6,185.0,5.6,8.4,2024-10-16,Test,New Zealand,4,1,0
India,New Zealand,221.6,185.0,5.6,8.4,2024-10-16,Test,New Zealand,4,1,0
India,New Zealand,221.6,185.0,5.6,8.4,2024-10-16,Test,New Zealand,4,1,0
Boland,Warriors,161.0,160.5,6.5,5.0,2024-10-16,T20,Boland,1,1,0
Boland,Warriors,161.0,160.5,6.5,5.0,2024-10-16,T20,Boland,1,1,0
Lions,Western Province,150.0,134.5,6.5,7.0,2024-10-16,T20,Western Province,1,1,0
Dolphins,Knights,130.0,114.0,2.0,7.0,2024-10-16,T20,Dolphins,1,0,0
Dolphins,Knights,130.0,114.0,2.0,7.0,2024-10-16,T20,Dolphins,1,0,0
United States of America,Zimbabwe,121.5,296.5,9.0,6.0,2024-10-17,ODI,Zimbabwe,0,2,0
United States of America,Zimbabwe,121.5,296.5,9.0,6.0,2024-10-17,ODI,Zimbabwe,0,2,0
Australia,South Africa,254.0,150.4,7.0,9.2,2024-10-17,T20,South Africa,4,1,0
Australia,South Africa,254.0,150.4,7.0,9.2,2024-10-17,T20,South Africa,4,1,0
Nepal,United States of America,230.33333333333334,242.0,8.0,7.666666666666667,2024-10-17,T20,Nepal,1,1,0
Nepal,United States of America,230.33333333333334,242.0,8.0,7.666666666666667,2024-10-17,T20,Nepal,1,1,0
Sri Lanka,West Indies,141.6,128.8,5.8,6.2,2024-10-17,T20,Sri Lanka,2,3,0
Sri Lanka,West Indies,141.6,128.8,5.8,6.2,2024-10-17,T20,Sri Lanka,2,3,0
Kenya,Seychelles,82.0,94.0,3.0,8.0,2024-10-18,T20,Kenya,1,0,0
Kenya,Seychelles,82.0,94.0,3.0,8.0,2024-10-18,T20,Kenya,1,0,0
New Zealand,West Indies,92.2,93.8,4.6,7.0,2024-10-18,T20,New Zealand,2,1,0
New Zealand,West Indies,92.2,93.8,4.6,7.0,2024-10-18,T20,New Zealand,2,1,0
Knights,Western Province,122.5,123.0,4.5,7.0,2024-10-18,T20,Western Province,1,1,0
Knights,Western Province,122.5,123.0,4.5,7.0,2024-10-18,T20,Western Province,1,1,0
Lions,North West,149.5,155.5,5.5,6.0,2024-10-19,T20,Lions,0,2,0
Indonesia,Maldives,nan,nan,nan,nan,2024-10-19,T20,Maldives,0,0,0
Indonesia,Maldives,nan,nan,nan,nan,2024-10-19,T20,Maldives,0,0,0
Nepal,United States of America,213.75,218.25,8.25,7.5,2024-10-19,T20,tie,2,1,0
Nepal,United States of America,213.75,218.25,8.25,7.5,2024-10-19,T20,tie,2,1,0
Nepal,United States of America,213.75,218.25,8.25,7.5,2024-10-19,T20,tie,2,1,0
Nepal,United States of America,213.75,218.25,8.25,7.5,2024-10-19,T20,tie,2,1,0
Kenya,Mozambique,nan,nan,nan,nan,2024-10-19,T20,Kenya,0,0,0
Kenya,Mozambique,nan,nan,nan,nan,2024-10-19,T20,Kenya,0,0,0
Boland,Dolphins,110.66666666666667,131.0,6.666666666666667,8.666666666666666,2024-10-19,T20,Boland,2,1,0
Seychelles,Zimbabwe,nan,nan,nan,nan,2024-10-19,T20,Zimbabwe,0,0,0
Boland,Dolphins,110.66666666666667,131.0,6.666666666666667,8.666666666666666,2024-10-19,T20,Boland,2,1,0
Seychelles,Zimbabwe,nan,nan,nan,nan,2024-10-19,T20,Zimbabwe,0,0,0
Titans,Warriors,137.5,141.0,8.0,7.5,2024-10-19,T20,Titans,1,1,0
Bhutan,Thailand,84.5,78.0,7.5,4.25,2024-10-19,T20,Thailand,2,2,0
Bhutan,Thailand,84.5,78.0,7.5,4.25,2024-10-19,T20,Thailand,2,2,0
Lions,North West,149.5,155.5,5.5,6.0,2024-10-19,T20,Lions,0,2,0
Titans,Warriors,137.5,141.0,8.0,7.5,2024-10-19,T20,Titans,1,1,0
Sri Lanka,West Indies,147.4,134.4,4.8,6.2,2024-10-20,ODI,Sri Lanka,2,3,0
Indonesia,Thailand,118.2,117.4,6.6,8.0,2024-10-20,T20,Thailand,2,3,0
New Zealand,South Africa,267.4,248.6,7.4,8.8,2024-10-20,T20,New Zealand,4,1,0
New South Wales,Victoria,154.6,253.6,9.4,7.2,2024-10-20,MDM,Victoria,0,4,2
New Zealand,South Africa,267.4,248.6,7.4,8.8,2024-10-20,T20,New Zealand,4,1,0
Sri Lanka,West Indies,147.4,134.4,4.8,6.2,2024-10-20,ODI,Sri Lanka,2,3,0
New South Wales,Victoria,154.6,253.6,9.4,7.2,2024-10-20,MDM,Victoria,0,4,2
Indonesia,Thailand,118.2,117.4,6.6,8.0,2024-10-20,T20,Thailand,2,3,0
Queensland,South Australia,232.4,229.2,8.6,9.0,2024-10-20,MDM,South Australia,3,2,0
New South Wales,Victoria,154.6,253.6,9.4,7.2,2024-10-20,MDM,Victoria,0,4,2
Kenya,Rwanda,102.0,106.4,8.0,7.2,2024-10-20,T20,Kenya,1,4,0
Kenya,Rwanda,102.0,106.4,8.0,7.2,2024-10-20,T20,Kenya,1,4,0
Nepal,United States of America,150.8,154.2,5.8,6.8,2024-10-20,T20,Nepal,2,1,0
Nepal,United States of America,150.8,154.2,5.8,6.8,2024-10-20,T20,Nepal,2,1,0
United States of America,Zimbabwe,131.66666666666666,249.0,9.333333333333334,5.666666666666667,2024-10-20,ODI,Zimbabwe,0,3,0
United States of America,Zimbabwe,131.66666666666666,249.0,9.333333333333334,5.666666666666667,2024-10-20,ODI,Zimbabwe,0,3,0
Tasmania,Western Australia,301.0,362.0,9.6,8.0,2024-10-20,MDM,Western Australia,0,2,3
Tasmania,Western Australia,301.0,362.0,9.6,8.0,2024-10-20,MDM,Western Australia,0,2,3
Tasmania,Western Australia,301.0,362.0,9.6,8.0,2024-10-20,MDM,Western Australia,0,2,3
Tasmania,Western Australia,301.0,362.0,9.6,8.0,2024-10-20,MDM,Western Australia,0,2,3
Bhutan,Maldives,119.0,106.4,7.4,7.0,2024-10-20,T20,Bhutan,3,2,0
Bhutan,Maldives,119.0,106.4,7.4,7.0,2024-10-20,T20,Bhutan,3,2,0
Mozambique,Zimbabwe,nan,nan,nan,nan,2024-10-20,T20,Zimbabwe,0,0,0
New South Wales,Victoria,154.6,253.6,9.4,7.2,2024-10-20,MDM,Victoria,0,4,2
Mozambique,Zimbabwe,nan,nan,nan,nan,2024-10-20,T20,Zimbabwe,0,0,0
Queensland,South Australia,232.4,229.2,8.6,9.0,2024-10-20,MDM,South Australia,3,2,0
Queensland,South Australia,232.4,229.2,8.6,9.0,2024-10-20,MDM,South Australia,3,2,0
Queensland,South Australia,232.4,229.2,8.6,9.0,2024-10-20,MDM,South Australia,3,2,0
Myanmar,Singapore,65.4,65.0,6.0,7.8,2024-10-21,T20,Myanmar,4,1,0
Bangladesh,South Africa,157.4,178.0,5.4,5.0,2024-10-21,Test,South Africa,1,4,0
Bangladesh,South Africa,157.4,178.0,5.4,5.0,2024-10-21,Test,South Africa,1,4,0
Bangladesh,South Africa,157.4,178.0,5.4,5.0,2024-10-21,Test,South Africa,1,4,0
Bangladesh,South Africa,157.4,178.0,5.4,5.0,2024-10-21,Test,South Africa,1,4,0
Myanmar,Singapore,65.4,65.0,6.0,7.8,2024-10-21,T20,Myanmar,4,1,0
Rwanda,Zimbabwe,71.0,215.0,10.0,4.0,2024-10-22,T20,Zimbabwe,0,1,0
Kuwait,Singapore,116.33333333333333,116.33333333333333,4.333333333333333,7.0,2024-10-22,T20,Kuwait,2,1,0
Kuwait,Myanmar,86.0,74.33333333333333,5.0,7.666666666666667,2024-10-22,T20,Kuwait,3,0,0
Maldives,Thailand,109.66666666666667,97.66666666666667,9.0,4.666666666666667,2024-10-22,T20,Thailand,1,2,0
Maldives,Thailand,109.66666666666667,97.66666666666667,9.0,4.666666666666667,2024-10-22,T20,Thailand,1,2,0
Rwanda,Zimbabwe,71.0,215.0,10.0,4.0,2024-10-22,T20,Zimbabwe,0,1,0
Lions,Titans,136.0,200.0,8.0,5.0,2024-10-22,T20,Lions,0,3,0
Lions,Titans,136.0,200.0,8.0,5.0,2024-10-22,T20,Lions,0,3,0
Bhutan,Indonesia,64.75,82.25,8.5,5.75,2024-10-22,T20,Bhutan,1,3,0
Bhutan,Indonesia,64.75,82.25,8.5,5.75,2024-10-22,T20,Bhutan,1,3,0
Gambia,Kenya,nan,nan,nan,nan,2024-10-22,T20,Kenya,0,0,0
Gambia,Kenya,nan,nan,nan,nan,2024-10-22,T20,Kenya,0,0,0
Mozambique,Seychelles,nan,nan,nan,nan,2024-10-22,T20,Mozambique,0,0,0
Mozambique,Seychelles,nan,nan,nan,nan,2024-10-22,T20,Mozambique,0,0,0
Kuwait,Myanmar,86.0,74.33333333333333,5.0,7.666666666666667,2024-10-22,T20,Kuwait,3,0,0
Kuwait,Singapore,116.33333333333333,116.33333333333333,4.333333333333333,7.0,2024-10-22,T20,Kuwait,2,1,0
Indonesia,Thailand,109.6,107.4,7.2,7.2,2024-10-23,T20,Thailand,2,3,0
Bhutan,Maldives,119.6,107.2,7.2,6.2,2024-10-23,T20,Maldives,3,2,0
Bhutan,Maldives,119.6,107.2,7.2,6.2,2024-10-23,T20,Maldives,3,2,0
Kenya,Seychelles,129.5,90.0,4.5,9.0,2024-10-23,T20,Kenya,2,0,0
Sri Lanka,West Indies,176.4,151.6,5.0,6.2,2024-10-23,ODI,Sri Lanka,3,2,0
North West,Western Province,121.0,156.66666666666666,7.666666666666667,7.333333333333333,2024-10-23,T20,Western Province,1,2,0
Sri Lanka,West Indies,176.4,151.6,5.0,6.2,2024-10-23,ODI,Sri Lanka,3,2,0
Gambia,Zimbabwe,nan,nan,nan,nan,2024-10-23,T20,Zimbabwe,0,0,0
United States of America,Zimbabwe,160.75,249.25,9.5,5.25,2024-10-23,ODI,United States of America,0,4,0
Gambia,Zimbabwe,nan,nan,nan,nan,2024-10-23,T20,Zimbabwe,0,0,0
United States of America,Zimbabwe,160.75,249.25,9.5,5.25,2024-10-23,ODI,United States of America,0,4,0
Kenya,Seychelles,129.5,90.0,4.5,9.0,2024-10-23,T20,Kenya,2,0,0
North West,Western Province,121.0,156.66666666666666,7.666666666666667,7.333333333333333,2024-10-23,T20,Western Province,1,2,0
Indonesia,Thailand,109.6,107.4,7.2,7.2,2024-10-23,T20,Thailand,2,3,0
Mozambique,Rwanda,58.5,60.0,9.5,1.5,2024-10-23,T20,Mozambique,0,2,0
Mozambique,Rwanda,58.5,60.0,9.5,1.5,2024-10-23,T20,Mozambique,0,2,0
India,New Zealand,256.2,254.4,8.0,7.2,2024-10-24,ODI,India,2,3,0
India,New Zealand,256.2,254.4,8.0,7.2,2024-10-24,ODI,India,2,3,0
England,Pakistan,343.6,304.0,7.0,9.8,2024-10-24,Test,Pakistan,3,2,0
Bhutan,Indonesia,80.6,83.4,7.4,6.4,2024-10-24,T20,Bhutan,2,3,0
England,Pakistan,343.6,304.0,7.0,9.8,2024-10-24,Test,Pakistan,3,2,0
England,Pakistan,343.6,304.0,7.0,9.8,2024-10-24,Test,Pakistan,3,2,0
Kenya,Zimbabwe,94.0,174.66666666666666,9.333333333333334,6.333333333333333,2024-10-24,T20,Zimbabwe,0,3,0
Bhutan,Indonesia,80.6,83.4,7.4,6.4,2024-10-24,T20,Bhutan,2,3,0
Rwanda,Seychelles,122.0,47.0,4.0,8.0,2024-10-24,T20,Rwanda,1,0,0
England,Pakistan,343.6,304.0,7.0,9.8,2024-10-24,Test,Pakistan,3,2,0
India,New Zealand,256.2,254.4,8.0,7.2,2024-10-24,Test,New Zealand,2,3,0
Myanmar,Singapore,68.0,67.6,5.4,7.2,2024-10-24,T20,Myanmar,4,1,0
India,New Zealand,256.2,254.4,8.0,7.2,2024-10-24,Test,New Zealand,2,3,0
India,New Zealand,256.2,254.4,8.0,7.2,2024-10-24,Test,New Zealand,2,3,0
India,New Zealand,256.2,254.4,8.0,7.2,2024-10-24,Test,New Zealand,2,3,0
Myanmar,Singapore,68.0,67.6,5.4,7.2,2024-10-24,T20,Myanmar,4,1,0
Gambia,Mozambique,70.0,127.0,10.0,5.0,2024-10-24,T20,Mozambique,0,1,0
Gambia,Mozambique,70.0,127.0,10.0,5.0,2024-10-24,T20,Mozambique,0,1,0
Rwanda,Seychelles,122.0,47.0,4.0,8.0,2024-10-24,T20,Rwanda,1,0,0
Kenya,Zimbabwe,94.0,174.66666666666666,9.333333333333334,6.333333333333333,2024-10-24,T20,Zimbabwe,0,3,0
Scotland,United States of America,216.0,182.2,6.2,8.6,2024-10-25,ODI,Scotland,4,1,0
Kuwait,Myanmar,98.5,83.0,6.0,8.0,2024-10-25,T20,Myanmar,4,0,0
Kuwait,Myanmar,98.5,83.0,6.0,8.0,2024-10-25,T20,Myanmar,4,0,0
Titans,Western Province,126.0,117.5,5.0,6.5,2024-10-25,T20,Titans,2,0,0
Titans,Western Province,126.0,117.5,5.0,6.5,2024-10-25,T20,Titans,2,0,0
Scotland,United States of America,216.0,182.2,6.2,8.6,2024-10-25,ODI,Scotland,4,1,0
Sri Lanka,West Indies,186.2,161.0,4.6,7.4,2024-10-26,ODI,West Indies,4,1,0
Sri Lanka,West Indies,186.2,161.0,4.6,7.4,2024-10-26,ODI,West Indies,4,1,0
Kuwait,Singapore,108.75,108.25,4.5,6.5,2024-10-26,T20,Kuwait,3,1,0
Bulgaria,Greece,nan,nan,nan,nan,2024-10-26,T20,Greece,0,0,0
Bulgaria,Greece,nan,nan,nan,nan,2024-10-26,T20,Greece,0,0,0
United States of America,Zimbabwe,165.0,235.2,8.8,6.2,2024-10-26,ODI,Zimbabwe,1,4,0
United States of America,Zimbabwe,165.0,235.2,8.8,6.2,2024-10-26,ODI,Zimbabwe,1,4,0
Kuwait,Singapore,108.75,108.25,4.5,6.5,2024-10-26,T20,Kuwait,3,1,0
India,New Zealand,227.2,238.8,10.0,8.4,2024-10-27,ODI,New Zealand,1,4,0
Melbourne Stars,Perth Scorchers,143.0,147.6,8.2,6.4,2024-10-27,T20,Perth Scorchers,2,3,0
Melbourne Stars,Perth Scorchers,143.0,147.6,8.2,6.4,2024-10-27,T20,Perth Scorchers,2,3,0
Nepal,United States of America,141.0,136.4,4.2,6.4,2024-10-27,ODM,United States of America,3,0,0
Nepal,United States of America,141.0,136.4,4.2,6.4,2024-10-27,ODM,United States of America,3,0,0
Myanmar,Singapore,77.2,76.6,4.8,6.4,2024-10-27,T20,Myanmar,4,1,0
Myanmar,Singapore,77.2,76.6,4.8,6.4,2024-10-27,T20,Myanmar,4,1,0
Lions,Titans,131.0,178.75,6.75,6.25,2024-10-27,T20,Lions,1,3,0
Melbourne Renegades,Sydney Sixers,133.6,144.2,8.6,5.6,2024-10-27,T20,Sydney Sixers,0,5,0
Lions,Titans,131.0,178.75,6.75,6.25,2024-10-27,T20,Lions,1,3,0
Melbourne Renegades,Sydney Sixers,133.6,144.2,8.6,5.6,2024-10-27,T20,Sydney Sixers,0,5,0
Adelaide Strikers,Brisbane Heat,141.4,143.6,6.4,8.2,2024-10-27,T20,Brisbane Heat,2,3,0
Adelaide Strikers,Brisbane Heat,141.4,143.6,6.4,8.2,2024-10-27,T20,Brisbane Heat,2,3,0
India,New Zealand,227.2,238.8,10.0,8.4,2024-10-27,ODI,New Zealand,1,4,0
United States of America,Zimbabwe,157.2,248.2,7.8,6.0,2024-10-28,ODI,United States of America,1,4,0
United States of America,Zimbabwe,157.2,248.2,7.8,6.0,2024-10-28,ODI,United States of America,1,4,0
Bahrain,Uganda,nan,nan,nan,nan,2024-10-28,T20,Bahrain,0,0,0
Kuwait,Myanmar,100.8,90.6,6.2,7.2,2024-10-28,T20,Kuwait,4,1,0
Kuwait,Myanmar,100.8,90.6,6.2,7.2,2024-10-28,T20,Kuwait,4,1,0
Hobart Hurricanes,Sydney Thunder,154.2,151.6,5.6,8.0,2024-10-28,T20,Hobart Hurricanes,4,1,0
Bahrain,Uganda,nan,nan,nan,nan,2024-10-28,T20,Bahrain,0,0,0
Hobart Hurricanes,Sydney Thunder,154.2,151.6,5.6,8.0,2024-10-28,T20,Hobart Hurricanes,4,1,0
Nepal,Scotland,174.4,176.0,9.0,6.0,2024-10-29,ODI,Nepal,2,3,0
Adelaide Strikers,Sydney Sixers,144.0,144.8,6.0,6.6,2024-10-29,T20,Adelaide Strikers,3,2,0
Adelaide Strikers,Sydney Sixers,144.0,144.8,6.0,6.6,2024-10-29,T20,Adelaide Strikers,3,2,0
Kuwait,Singapore,104.2,103.6,5.4,7.2,2024-10-29,T20,Kuwait,4,1,0
Kuwait,Singapore,104.2,103.6,5.4,7.2,2024-10-29,T20,Kuwait,4,1,0
India,New Zealand,171.4,268.6,10.0,9.8,2024-10-29,ODI,India,1,4,0
Bahrain,Uganda,97.0,80.0,5.0,8.0,2024-10-29,T20,Uganda,1,0,0
Bangladesh,South Africa,145.6,190.0,8.0,5.2,2024-10-29,Test,South Africa,0,5,0
Bangladesh,South Africa,145.6,190.0,8.0,5.2,2024-10-29,Test,South Africa,0,5,0
Kenya,Rwanda,102.8,112.2,7.2,6.6,2024-10-29,T20,Rwanda,1,4,0
